lead_id,client_id,lead_source,service_category,inquiry_date,first_response_at,lead_status
927,510,Repeat Client,Weddings,2025-05-02 00:00:00,2025-05-04 21:00:00,qualified
928,22,Referral,Graduation,2025-10-04 00:00:00,2025-10-05 06:00:00,qualified
929,252,Referral,Weddings,2025-08-28 00:00:00,2025-08-30 08:00:00,qualified
930,202,Wedding Vendor,Newborn,2024-04-22 00:00:00,2024-04-24 01:00:00,lost
931,855,Google Search,Family portraits,2024-12-13 00:00:00,2024-12-13 09:00:00,qualified
932,1143,Instagram,Family portraits,2025-02-05 00:00:00,2025-02-06 12:00:00,qualified
933,572,Facebook,Maternity,2024-10-12 00:00:00,2024-10-14 16:00:00,lost
934,643,Local Event,Weddings,2025-06-29 00:00:00,2025-06-29 15:00:00,qualified
935,1053,Repeat Client,Mini sessions,2025-05-15 00:00:00,2025-05-16 00:00:00,qualified
936,575,Referral,Family portraits,2025-04-06 00:00:00,2025-04-08 15:00:00,qualified
937,955,Instagram,Couples,2025-01-07 00:00:00,2025-01-08 11:00:00,qualified
938,615,Referral,Weddings,2024-05-07 00:00:00,2024-05-07 04:00:00,new
939,817,Facebook,Graduation,2024-03-03 00:00:00,2024-03-03 09:00:00,qualified
940,1149,Repeat Client,Family portraits,2025-12-17 00:00:00,2025-12-18 14:00:00,qualified
941,244,Local Event,Graduation,2024-09-19 00:00:00,2024-09-19 20:00:00,contacted
942,460,Google Search,Couples,2025-06-26 00:00:00,2025-06-28 04:00:00,lost
943,316,Local Event,Branding/headshots,2024-07-03 00:00:00,2024-07-04 17:00:00,lost
944,460,Repeat Client,Mini sessions,2025-01-26 00:00:00,2025-01-28 21:00:00,qualified
945,353,Wedding Vendor,Mini sessions,2024-05-28 00:00:00,2024-05-29 03:00:00,qualified
946,240,Wedding Vendor,Branding/headshots,2024-01-11 00:00:00,2024-01-11 12:00:00,qualified
947,427,Referral,Newborn,2024-10-18 00:00:00,2024-10-20 15:00:00,contacted
948,349,Google Search,Weddings,2024-10-20 00:00:00,2024-10-21 23:00:00,qualified
949,807,Wedding Vendor,Maternity,2024-04-07 00:00:00,2024-04-09 22:00:00,contacted
950,1153,Google Search,Mini sessions,2025-03-10 00:00:00,2025-03-10 21:00:00,lost
951,312,Google Search,Graduation,2025-03-24 00:00:00,2025-03-26 06:00:00,qualified
952,202,Facebook,Weddings,2025-10-17 00:00:00,2025-10-19 11:00:00,lost
953,79,Paid Advertisement,Couples,2025-05-30 00:00:00,2025-05-30 11:00:00,lost
954,930,Instagram,Branding/headshots,2024-07-23 00:00:00,2024-07-23 18:00:00,qualified
955,1038,Google Search,Maternity,2024-11-20 00:00:00,2024-11-22 10:00:00,lost
956,282,Google Search,Branding/headshots,2025-09-27 00:00:00,2025-09-29 10:00:00,lost
957,342,Google Search,Mini sessions,2025-07-24 00:00:00,2025-07-24 08:00:00,lost
958,581,Repeat Client,Family portraits,2025-11-30 00:00:00,2025-11-30 09:00:00,qualified
959,1130,Referral,Weddings,2024-10-03 00:00:00,2024-10-04 05:00:00,new
960,636,Google Search,Weddings,2025-10-05 00:00:00,2025-10-06 16:00:00,qualified
961,834,Facebook,Mini sessions,2024-03-16 00:00:00,2024-03-18 18:00:00,contacted
962,833,Wedding Vendor,Mini sessions,2025-04-17 00:00:00,2025-04-17 13:00:00,lost
963,578,Referral,Newborn,2025-04-25 00:00:00,2025-04-26 04:00:00,qualified
964,527,Facebook,Family portraits,2025-11-02 00:00:00,2025-11-04 23:00:00,qualified
965,30,Instagram,Branding/headshots,2024-09-13 00:00:00,2024-09-15 04:00:00,lost
966,179,Facebook,Family portraits,2025-06-18 00:00:00,2025-06-19 07:00:00,new
967,1137,Facebook,Newborn,2024-10-13 00:00:00,2024-10-15 19:00:00,qualified
968,867,Local Event,Graduation,2025-02-19 00:00:00,2025-02-20 10:00:00,contacted
969,176,Referral,Couples,2024-12-03 00:00:00,2024-12-05 11:00:00,qualified
970,551,Wedding Vendor,Couples,2025-03-13 00:00:00,2025-03-15 12:00:00,lost
971,991,Instagram,Mini sessions,2025-04-11 00:00:00,2025-04-11 16:00:00,qualified
972,477,Repeat Client,Family portraits,2025-06-10 00:00:00,2025-06-10 02:00:00,lost
973,109,Referral,Maternity,2025-11-13 00:00:00,2025-11-14 13:00:00,contacted
974,569,Repeat Client,Maternity,2025-02-10 00:00:00,2025-02-12 05:00:00,lost
975,669,Local Event,Weddings,2024-08-24 00:00:00,2024-08-24 07:00:00,qualified
976,653,Paid Advertisement,Family portraits,2025-02-03 00:00:00,2025-02-04 17:00:00,lost
977,1080,Google Search,Mini sessions,2025-08-22 00:00:00,2025-08-24 08:00:00,lost
978,696,Instagram,Graduation,2024-02-03 00:00:00,2024-02-05 13:00:00,lost
979,1129,Wedding Vendor,Family portraits,2024-01-19 00:00:00,2024-01-22 00:00:00,qualified
980,1049,Wedding Vendor,Branding/headshots,2024-09-15 00:00:00,2024-09-16 16:00:00,qualified
981,791,Instagram,Maternity,2024-08-10 00:00:00,2024-08-12 17:00:00,contacted
982,505,Instagram,Family portraits,2025-11-19 00:00:00,2025-11-21 23:00:00,qualified
983,451,Paid Advertisement,Graduation,2025-02-02 00:00:00,2025-02-03 19:00:00,new
984,585,Repeat Client,Family portraits,2025-04-18 00:00:00,2025-04-20 18:00:00,qualified
985,790,Paid Advertisement,Mini sessions,2025-09-01 00:00:00,2025-09-03 23:00:00,qualified
986,1120,Referral,Maternity,2025-11-12 00:00:00,2025-11-12 15:00:00,qualified
987,447,Google Search,Graduation,2025-11-16 00:00:00,2025-11-18 17:00:00,qualified
988,642,Instagram,Weddings,2024-11-27 00:00:00,2024-11-29 02:00:00,qualified
989,606,Google Search,Graduation,2025-05-18 00:00:00,2025-05-18 14:00:00,new
990,315,Repeat Client,Graduation,2025-04-17 00:00:00,2025-04-18 15:00:00,qualified
991,8,Google Search,Branding/headshots,2025-08-16 00:00:00,2025-08-17 10:00:00,qualified
992,541,Instagram,Family portraits,2024-10-04 00:00:00,2024-10-06 14:00:00,qualified
993,1058,Google Search,Family portraits,2024-12-06 00:00:00,2024-12-08 16:00:00,qualified
994,820,Google Search,Newborn,2025-10-02 00:00:00,2025-10-03 12:00:00,new
995,228,Facebook,Branding/headshots,2024-04-03 00:00:00,2024-04-03 16:00:00,lost
996,940,Google Search,Branding/headshots,2025-06-11 00:00:00,2025-06-12 15:00:00,contacted
997,75,Instagram,Graduation,2025-09-11 00:00:00,2025-09-12 22:00:00,new
998,586,Wedding Vendor,Newborn,2024-03-16 00:00:00,2024-03-16 12:00:00,qualified
999,18,Google Search,Weddings,2025-07-27 00:00:00,2025-07-27 22:00:00,contacted
1000,534,Instagram,Branding/headshots,2025-04-12 00:00:00,2025-04-12 08:00:00,lost
1001,911,Instagram,Newborn,2025-03-18 00:00:00,2025-03-19 06:00:00,lost
1002,741,Paid Advertisement,Graduation,2024-04-13 00:00:00,2024-04-13 09:00:00,lost
1003,334,Instagram,Newborn,2025-01-27 00:00:00,2025-01-27 21:00:00,contacted
1004,562,Google Search,Newborn,2024-12-19 00:00:00,2024-12-21 10:00:00,qualified
1005,78,Instagram,Family portraits,2024-09-09 00:00:00,2024-09-10 13:00:00,qualified
1006,417,Instagram,Family portraits,2025-12-16 00:00:00,2025-12-16 12:00:00,lost
1007,539,Referral,Weddings,2025-09-23 00:00:00,2025-09-24 04:00:00,lost
1008,1119,Repeat Client,Weddings,2024-11-24 00:00:00,2024-11-25 06:00:00,new
1009,1124,Paid Advertisement,Maternity,2024-02-28 00:00:00,2024-02-29 03:00:00,qualified
1010,180,Repeat Client,Branding/headshots,2025-05-01 00:00:00,2025-05-02 17:00:00,contacted
1011,137,Instagram,Couples,2024-07-16 00:00:00,2024-07-16 20:00:00,contacted
1012,687,Local Event,Newborn,2025-12-15 00:00:00,2025-12-16 22:00:00,qualified
1013,291,Instagram,Family portraits,2024-11-24 00:00:00,2024-11-25 05:00:00,qualified
1014,863,Local Event,Branding/headshots,2025-10-08 00:00:00,2025-10-09 20:00:00,lost
1015,48,Instagram,Family portraits,2024-01-26 00:00:00,2024-01-27 00:00:00,contacted
1016,639,Google Search,Maternity,2025-04-14 00:00:00,2025-04-16 00:00:00,qualified
1017,491,Wedding Vendor,Branding/headshots,2025-05-09 00:00:00,2025-05-11 05:00:00,new
1018,909,Instagram,Weddings,2025-08-01 00:00:00,2025-08-02 11:00:00,qualified
1019,589,Referral,Family portraits,2024-05-31 00:00:00,2024-05-31 10:00:00,lost
1020,494,Wedding Vendor,Mini sessions,2025-12-13 00:00:00,2025-12-13 21:00:00,lost
1021,518,Facebook,Newborn,2025-06-04 00:00:00,2025-06-04 05:00:00,qualified
1022,337,Referral,Family portraits,2024-03-11 00:00:00,2024-03-12 00:00:00,qualified
1023,699,Instagram,Mini sessions,2024-02-15 00:00:00,2024-02-16 09:00:00,contacted
1024,422,Google Search,Couples,2024-01-08 00:00:00,2024-01-08 18:00:00,qualified
1025,245,Instagram,Weddings,2024-01-01 00:00:00,2024-01-01 12:00:00,qualified
1026,749,Repeat Client,Mini sessions,2024-01-10 00:00:00,2024-01-11 07:00:00,lost
1027,280,Instagram,Mini sessions,2025-09-25 00:00:00,2025-09-25 17:00:00,lost
1028,609,Referral,Mini sessions,2024-12-02 00:00:00,2024-12-05 00:00:00,new
1029,267,Face book,Family portraits,2024-08-13 00:00:00,2024-08-14 18:00:00,qualified
1030,495,Paid Advertisement,Maternity,2025-01-08 00:00:00,2025-01-08 15:00:00,new
1031,679,Referral,Weddings,2024-03-19 00:00:00,2024-03-21 15:00:00,qualified
1032,1184,Paid Advertisement,Family portraits,2025-04-12 00:00:00,2025-04-12 11:00:00,lost
1033,518,Instagram,Branding/headshots,2025-10-31 00:00:00,2025-11-02 15:00:00,qualified
1034,289,instgram,Graduation,2024-10-16 00:00:00,2024-10-17 14:00:00,qualified
1035,1015,Google Search,Weddings,2025-09-23 00:00:00,2025-09-24 07:00:00,qualified
1036,611,Paid Advertisement,Family portraits,2025-04-20 00:00:00,2025-04-22 02:00:00,lost
1037,341,Repeat Client,Weddings,2024-07-02 00:00:00,2024-07-04 18:00:00,contacted
1038,987,Repeat Client,Weddings,2025-03-07 00:00:00,2025-03-07 22:00:00,qualified
1039,693,Facebook,Weddings,2024-03-12 00:00:00,2024-03-13 17:00:00,lost
1040,464,Facebook,Mini sessions,2024-04-13 00:00:00,2024-04-15 03:00:00,qualified
1041,176,Face book,Weddings,2024-04-21 00:00:00,2024-04-21 03:00:00,qualified
1042,428,Facebook,Maternity,2024-04-08 00:00:00,2024-04-09 17:00:00,contacted
1043,964,Instagram,Graduation,2024-12-25 00:00:00,2024-12-26 22:00:00,qualified
1044,1096,Facebook,Mini sessions,2024-03-22 00:00:00,2024-03-23 13:00:00,lost
1045,730,Local Event,Mini sessions,2025-06-19 00:00:00,2025-06-19 16:00:00,qualified
1046,729,Google Search,Family portraits,2024-10-21 00:00:00,2024-10-21 13:00:00,qualified
1047,148,Referral,Graduation,2024-09-08 00:00:00,2024-09-10 19:00:00,lost
1048,450,Instagram,Graduation,2025-11-26 00:00:00,2025-11-27 12:00:00,qualified
1049,262,Facebook,Graduation,2025-05-31 00:00:00,2025-05-31 23:00:00,qualified
1050,199,Referral,Branding/headshots,2024-07-21 00:00:00,2024-07-21 16:00:00,qualified
1051,991,instgram,Weddings,2025-04-23 00:00:00,2025-04-25 07:00:00,lost
1052,190,Google Search,Weddings,2025-12-12 00:00:00,2025-12-14 03:00:00,lost
1053,876,Google Search,Couples,2024-08-29 00:00:00,2024-08-29 15:00:00,contacted
1054,398,Referral,Family portraits,2025-02-26 00:00:00,2025-02-28 17:00:00,lost
1055,190,Facebook,Couples,2025-09-22 00:00:00,2025-09-23 00:00:00,qualified
1056,463,Facebook,Branding/headshots,2024-02-04 00:00:00,2024-02-06 15:00:00,new
1057,951,Wedding Vendor,Couples,2024-03-31 00:00:00,2024-04-01 16:00:00,qualified
1058,511,Google Search,Couples,2024-11-05 00:00:00,2024-11-07 06:00:00,contacted
1059,256,Facebook,Newborn,2025-10-09 00:00:00,2025-10-09 13:00:00,contacted
1060,980,Instagram,Newborn,2024-03-10 00:00:00,2024-03-10 23:00:00,qualified
1061,1105,Facebook,Family portraits,2024-03-03 00:00:00,2024-03-03 13:00:00,qualified
1062,84,Paid Advertisement,Mini sessions,2024-03-04 00:00:00,2024-03-05 12:00:00,lost
1063,344,Google Search,Branding/headshots,2025-12-16 00:00:00,2025-12-16 05:00:00,qualified
1064,299,Referral,Weddings,2025-06-18 00:00:00,2025-06-20 12:00:00,qualified
1065,1191,Google Search,Family portraits,2024-05-02 00:00:00,2024-05-04 09:00:00,qualified
1066,1145,Instagram,Maternity,2024-11-18 00:00:00,2024-11-19 08:00:00,qualified
1067,177,Instagram,Graduation,2025-09-15 00:00:00,2025-09-15 01:00:00,qualified
1068,446,Facebook,Maternity,2025-01-16 00:00:00,2025-01-17 07:00:00,qualified
1069,419,Google Search,Newborn,2024-09-23 00:00:00,2024-09-24 22:00:00,contacted
1070,38,Instagram,Family portraits,2025-10-09 00:00:00,2025-10-09 06:00:00,qualified
1071,572,Instagram,Graduation,2025-12-11 00:00:00,2025-12-13 19:00:00,qualified
1072,227,Referral,Maternity,2024-09-17 00:00:00,2024-09-19 06:00:00,qualified
1073,714,Instagram,Family portraits,2025-10-25 00:00:00,2025-10-26 03:00:00,qualified
1074,166,Repeat Client,Newborn,2024-10-15 00:00:00,2024-10-17 23:00:00,contacted
1075,968,Referral,Branding/headshots,2025-02-25 00:00:00,2025-02-26 09:00:00,lost
1076,35,Local Event,Graduation,2024-12-19 00:00:00,2024-12-21 11:00:00,contacted
1077,1176,Instagram,Weddings,2024-10-16 00:00:00,2024-10-18 10:00:00,qualified
1078,841,Instagram,Branding/headshots,2025-10-05 00:00:00,2025-10-06 09:00:00,qualified
1079,1133,Google Search,Couples,2024-09-22 00:00:00,2024-09-22 07:00:00,lost
1080,265,Google Search,Mini sessions,2024-09-20 00:00:00,2024-09-22 15:00:00,lost
1081,1018,Facebook,Family portraits,2024-11-22 00:00:00,2024-11-22 20:00:00,qualified
1082,991,Instagram,Branding/headshots,2025-10-15 00:00:00,2025-10-15 21:00:00,qualified
1083,30,Wedding Vendor,Family portraits,2024-10-16 00:00:00,2024-10-18 20:00:00,qualified
1084,1020,Referal,Graduation,2025-01-18 00:00:00,2025-01-19 04:00:00,qualified
1085,377,Paid Advertisement,Mini sessions,2024-04-07 00:00:00,2024-04-07 02:00:00,qualified
1086,524,Paid Advertisement,Maternity,2024-08-12 00:00:00,2024-08-12 13:00:00,lost
1087,278,Paid Advertisement,Maternity,2024-03-28 00:00:00,2024-03-29 04:00:00,qualified
1088,316,Referral,Maternity,2024-04-18 00:00:00,2024-04-18 22:00:00,lost
1089,862,Instagram,Weddings,2024-03-12 00:00:00,2024-03-13 04:00:00,contacted
1090,117,Paid Advertisement,Family portraits,2025-12-06 00:00:00,2025-12-08 02:00:00,qualified
1091,676,Paid Advertisement,Mini sessions,2025-03-17 00:00:00,2025-03-17 04:00:00,lost
1092,191,Google Search,Branding/headshots,2024-11-06 00:00:00,2024-11-06 13:00:00,qualified
1093,475,Referral,Newborn,2025-08-13 00:00:00,2025-08-15 19:00:00,lost
1094,1025,Instagram,Couples,2024-12-02 00:00:00,2024-12-04 10:00:00,lost
1095,755,Wedding Vendor,Mini sessions,2024-08-25 00:00:00,2024-08-27 13:00:00,qualified
1096,582,Referral,Weddings,2025-07-30 00:00:00,2025-08-01 04:00:00,qualified
1097,949,Facebook,Family portraits,2024-01-11 00:00:00,2024-01-12 04:00:00,qualified
1098,720,Google Search,Mini sessions,2025-11-15 00:00:00,2025-11-17 18:00:00,qualified
1099,526,Repeat Client,Mini sessions,2024-09-06 00:00:00,2024-09-07 00:00:00,qualified
1100,1044,Referral,Newborn,2024-08-31 00:00:00,2024-09-02 10:00:00,qualified
1101,1178,Instagram,Weddings,2025-04-04 00:00:00,2025-04-05 21:00:00,qualified
1102,226,Google Search,Branding/headshots,2025-11-30 00:00:00,2025-12-02 03:00:00,lost
1103,1000,Paid Advertisement,Family portraits,2025-10-10 00:00:00,2025-10-12 07:00:00,qualified
1104,838,Local Event,Family portraits,2024-11-18 00:00:00,2024-11-20 14:00:00,qualified
1105,923,Wedding Vendor,Family portraits,2024-01-21 00:00:00,2024-01-23 08:00:00,lost
1106,794,Google Search,Couples,2025-06-21 00:00:00,2025-06-21 21:00:00,lost
1107,878,Instagram,Branding/headshots,2025-09-10 00:00:00,2025-09-11 19:00:00,qualified
1108,929,Google Search,Mini sessions,2024-03-23 00:00:00,2024-03-25 12:00:00,qualified
1109,641,Local Event,Maternity,2024-09-20 00:00:00,2024-09-22 04:00:00,lost
1110,474,Instagram,Mini sessions,2025-03-11 00:00:00,2025-03-11 08:00:00,qualified
1111,314,Local Event,Newborn,2025-05-12 00:00:00,2025-05-14 07:00:00,lost
1112,955,Facebook,Weddings,2024-03-24 00:00:00,2024-03-25 00:00:00,lost
1113,105,Instagram,Graduation,2024-04-07 00:00:00,2024-04-07 17:00:00,contacted
1114,238,Wedding Vendor,Branding/headshots,2025-09-23 00:00:00,2025-09-23 16:00:00,qualified
1115,699,Referral,Couples,2025-04-02 00:00:00,2025-04-02 01:00:00,qualified
1116,101,Wedding Vendor,Branding/headshots,2025-06-01 00:00:00,2025-06-03 02:00:00,qualified
1117,230,Facebook,Family portraits,2025-09-01 00:00:00,2025-09-03 03:00:00,lost
1118,227,instgram,Couples,2025-12-12 00:00:00,2025-12-12 09:00:00,qualified
1119,808,Facebook,Maternity,2025-07-22 00:00:00,2025-07-24 03:00:00,lost
1120,846,Repeat Client,Weddings,2024-09-28 00:00:00,2024-09-30 22:00:00,contacted
1121,362,Google Search,Mini sessions,2024-06-08 00:00:00,2024-06-08 07:00:00,lost
1122,38,Face book,Mini sessions,2024-09-13 00:00:00,2024-09-13 10:00:00,contacted
1123,328,Local Event,Mini sessions,2024-10-05 00:00:00,2024-10-05 22:00:00,lost
1124,261,Instagram,Branding/headshots,2025-04-18 00:00:00,2025-04-20 07:00:00,contacted
1125,942,Referral,Family portraits,2024-05-27 00:00:00,2024-05-28 04:00:00,new
1126,813,instgram,Weddings,2025-03-11 00:00:00,2025-03-13 06:00:00,contacted
1127,17,Instagram,Mini sessions,2025-12-25 00:00:00,2025-12-25 21:00:00,qualified
1128,1024,Google Search,Family portraits,2025-10-09 00:00:00,2025-10-09 10:00:00,qualified
1129,1079,Google Search,Family portraits,2024-04-03 00:00:00,2024-04-05 02:00:00,lost
1130,612,Facebook,Branding/headshots,2025-07-16 00:00:00,2025-07-18 00:00:00,qualified
1131,147,Google Search,Weddings,2024-10-18 00:00:00,2024-10-20 05:00:00,qualified
1132,417,Instagram,Graduation,2024-10-26 00:00:00,2024-10-26 05:00:00,qualified
1133,269,Instagram,Newborn,2025-01-20 00:00:00,2025-01-22 05:00:00,qualified
1134,1148,Wedding Vendor,Weddings,2025-09-14 00:00:00,2025-09-16 00:00:00,qualified
1135,437,Repeat Client,Maternity,2025-12-06 00:00:00,2025-12-07 17:00:00,lost
1136,332,Instagram,Weddings,2025-09-08 00:00:00,2025-09-09 13:00:00,lost
1137,144,Wedding Vendor,Family portraits,2025-05-02 00:00:00,2025-05-03 21:00:00,qualified
1138,790,Google Search,Graduation,2024-08-19 00:00:00,2024-08-21 21:00:00,contacted
1139,843,Facebook,Mini sessions,2024-11-06 00:00:00,2024-11-07 01:00:00,qualified
1140,379,Referral,Maternity,2024-09-01 00:00:00,2024-09-01 01:00:00,lost
1141,35,Wedding Vendor,Mini sessions,2024-10-26 00:00:00,2024-10-26 12:00:00,qualified
1142,806,Paid Advertisement,Weddings,2024-11-13 00:00:00,2024-11-14 05:00:00,qualified
1143,95,Facebook,Mini sessions,2024-03-05 00:00:00,2024-03-06 08:00:00,lost
1144,858,Google Search,Graduation,2024-11-08 00:00:00,2024-11-09 23:00:00,qualified
1145,732,Wedding Vendor,Mini sessions,2025-10-30 00:00:00,2025-10-30 06:00:00,qualified
1146,726,Instagram,Newborn,2025-06-29 00:00:00,2025-06-29 08:00:00,new
1147,1166,Google Search,Maternity,2024-12-17 00:00:00,2024-12-19 08:00:00,qualified
1148,972,Local Event,Branding/headshots,2024-10-26 00:00:00,2024-10-27 16:00:00,qualified
1149,158,Referral,Mini sessions,2025-03-14 00:00:00,2025-03-15 21:00:00,contacted
1150,431,Referral,Newborn,2025-04-17 00:00:00,2025-04-18 18:00:00,qualified
1151,580,google,Family portraits,2024-10-16 00:00:00,2024-10-17 11:00:00,qualified
1152,18,Instagram,Maternity,2025-06-04 00:00:00,2025-06-05 12:00:00,qualified
1153,431,Referral,Family portraits,2024-11-19 00:00:00,2024-11-21 20:00:00,qualified
1154,982,Paid Advertisement,Weddings,2025-10-01 00:00:00,2025-10-01 19:00:00,contacted
1155,167,Google Search,Newborn,2025-04-11 00:00:00,2025-04-13 06:00:00,qualified
1156,208,Paid Advertisement,Couples,2025-05-28 00:00:00,2025-05-28 19:00:00,qualified
1157,676,Referral,Newborn,2025-08-18 00:00:00,2025-08-18 13:00:00,new
1158,1066,Google Search,Mini sessions,2024-08-27 00:00:00,2024-08-29 14:00:00,qualified
1159,700,Google Search,Graduation,2025-11-06 00:00:00,2025-11-08 21:00:00,qualified
1160,458,Referral,Mini sessions,2024-02-28 00:00:00,2024-02-29 19:00:00,qualified
1161,1190,Instagram,Mini sessions,2025-11-29 00:00:00,2025-12-01 15:00:00,new
1162,672,Google Search,Maternity,2024-08-05 00:00:00,2024-08-05 16:00:00,lost
1163,192,Instagram,Newborn,2024-05-14 00:00:00,2024-05-14 18:00:00,contacted
1164,530,Instagram,Family portraits,2024-10-22 00:00:00,2024-10-22 19:00:00,new
1165,1135,Instagram,Branding/headshots,2025-06-27 00:00:00,2025-06-28 02:00:00,lost
1166,409,Referral,Mini sessions,2024-12-15 00:00:00,2024-12-15 03:00:00,qualified
1167,93,Paid Advertisement,Weddings,2025-09-29 00:00:00,2025-09-29 03:00:00,contacted
1168,398,Facebook,Family portraits,2024-11-01 00:00:00,2024-11-01 19:00:00,qualified
1169,318,Repeat Client,Newborn,2025-11-28 00:00:00,2025-11-29 23:00:00,qualified
1170,962,Instagram,Weddings,2024-11-28 00:00:00,2024-11-28 02:00:00,qualified
1171,638,Referral,Maternity,2025-11-27 00:00:00,2025-11-27 18:00:00,lost
1172,573,Repeat Client,Branding/headshots,2025-02-17 00:00:00,2025-02-19 16:00:00,lost
1173,872,Facebook,Weddings,2024-12-20 00:00:00,2024-12-22 06:00:00,qualified
1174,609,Instagram,Mini sessions,2024-01-10 00:00:00,2024-01-11 21:00:00,qualified
1175,580,Instagram,Branding/headshots,2024-12-18 00:00:00,2024-12-19 15:00:00,lost
1176,672,Instagram,Family portraits,2024-04-01 00:00:00,2024-04-01 06:00:00,lost
1177,901,Instagram,Branding/headshots,2024-04-22 00:00:00,2024-04-22 15:00:00,lost
1178,816,Facebook,Family portraits,2025-03-28 00:00:00,2025-03-29 21:00:00,qualified
1179,386,Facebook,Graduation,2025-11-06 00:00:00,2025-11-06 11:00:00,contacted
1180,279,Instagram,Family portraits,2025-05-08 00:00:00,2025-05-10 05:00:00,qualified
1181,250,Google Search,Family portraits,2024-09-08 00:00:00,2024-09-11 00:00:00,qualified
1182,33,Google Search,Mini sessions,2024-11-18 00:00:00,2024-11-20 08:00:00,qualified
1183,906,Facebook,Newborn,2025-06-08 00:00:00,2025-06-08 04:00:00,qualified
1184,638,Instagram,Branding/headshots,2025-05-06 00:00:00,2025-05-07 16:00:00,qualified
1185,169,Referral,Couples,2024-05-23 00:00:00,2024-05-25 08:00:00,qualified
1186,547,Facebook,Weddings,2025-02-05 00:00:00,2025-02-07 05:00:00,lost
1187,447,Repeat Client,Newborn,2025-12-28 00:00:00,2025-12-29 20:00:00,qualified
1188,548,Referral,Maternity,2025-03-06 00:00:00,2025-03-06 02:00:00,lost
1189,1124,Instagram,Graduation,2025-04-15 00:00:00,2025-04-15 13:00:00,qualified
1190,1139,Google Search,Mini sessions,2025-04-20 00:00:00,2025-04-20 05:00:00,qualified
1191,285,Facebook,Weddings,2024-12-10 00:00:00,2024-12-12 07:00:00,qualified
1192,296,Google Search,Weddings,2024-09-29 00:00:00,2024-09-30 19:00:00,new
1193,535,Google Search,Graduation,2024-10-26 00:00:00,2024-10-27 17:00:00,contacted
1194,1131,Paid Advertisement,Newborn,2025-06-04 00:00:00,2025-06-05 22:00:00,qualified
1195,1042,Instagram,Maternity,2024-06-16 00:00:00,2024-06-18 11:00:00,qualified
1196,55,Google Search,Mini sessions,2025-06-02 00:00:00,2025-06-04 23:00:00,qualified
1197,977,Repeat Client,Branding/headshots,2024-11-30 00:00:00,2024-12-02 09:00:00,lost
1198,4,Repeat Client,Newborn,2024-07-03 00:00:00,2024-07-03 23:00:00,lost
1199,969,Paid Advertisement,Branding/headshots,2024-09-01 00:00:00,2024-09-03 19:00:00,lost
1200,357,Instagram,Mini sessions,2025-01-18 00:00:00,2025-01-18 10:00:00,lost
1201,1108,Local Event,Maternity,2024-03-07 00:00:00,2024-03-08 22:00:00,lost
1202,917,Google Search,Couples,2025-07-07 00:00:00,2025-07-07 12:00:00,lost
1203,146,Paid Advertisement,Branding/headshots,2025-08-28 00:00:00,2025-08-28 12:00:00,lost
1204,729,Facebook,Weddings,2024-04-29 00:00:00,2024-04-30 10:00:00,lost
1205,382,Google Search,Branding/headshots,2025-05-09 00:00:00,2025-05-09 23:00:00,lost
1206,218,Referral,Branding/headshots,2025-10-16 00:00:00,2025-10-16 10:00:00,qualified
1207,822,Repeat Client,Mini sessions,2024-10-23 00:00:00,2024-10-24 11:00:00,lost
1208,172,Instagram,Newborn,2025-08-15 00:00:00,2025-08-17 16:00:00,lost
1209,1023,Instagram,Mini sessions,2024-11-14 00:00:00,2024-11-15 21:00:00,lost
1210,996,Referral,Couples,2024-06-23 00:00:00,2024-06-23 08:00:00,new
1211,217,Google Search,Family portraits,2025-08-31 00:00:00,2025-09-03 00:00:00,lost
1212,721,Repeat Client,Graduation,2025-12-08 00:00:00,2025-12-10 17:00:00,contacted
1213,714,Google Search,Maternity,2025-07-11 00:00:00,2025-07-11 17:00:00,lost
1214,900,Instagram,Mini sessions,2024-08-22 00:00:00,2024-08-24 07:00:00,qualified
1215,164,Referal,Family portraits,2025-11-01 00:00:00,2025-11-02 17:00:00,qualified
1216,490,Facebook,Weddings,2025-10-04 00:00:00,2025-10-04 11:00:00,qualified
1217,961,Google Search,Maternity,2025-03-08 00:00:00,2025-03-10 00:00:00,contacted
1218,807,Referral,Maternity,2024-08-27 00:00:00,2024-08-28 23:00:00,qualified
1219,67,Google Search,Family portraits,2025-12-07 00:00:00,2025-12-08 21:00:00,qualified
1220,82,Wedding Vendor,Newborn,2025-08-26 00:00:00,2025-08-26 01:00:00,lost
1221,37,Wedding Vendor,Graduation,2025-10-25 00:00:00,2025-10-25 08:00:00,new
1222,864,Google Search,Family portraits,2024-11-14 00:00:00,2024-11-14 19:00:00,lost
1223,859,Facebook,Newborn,2024-06-22 00:00:00,2024-06-22 11:00:00,qualified
1224,577,Referral,Family portraits,2024-12-01 00:00:00,2024-12-03 10:00:00,qualified
1225,401,Facebook,Mini sessions,2024-04-12 00:00:00,2024-04-12 07:00:00,qualified
1226,421,Referral,Family portraits,2024-03-17 00:00:00,2024-03-17 04:00:00,lost
1227,422,Facebook,Weddings,2025-06-26 00:00:00,2025-06-26 08:00:00,qualified
1228,181,Wedding Vendor,Maternity,2024-02-14 00:00:00,2024-02-14 01:00:00,lost
1229,362,Instagram,Family portraits,2025-03-24 00:00:00,2025-03-24 11:00:00,lost
1230,649,Instagram,Mini sessions,2025-05-22 00:00:00,2025-05-22 01:00:00,lost
